timestamp,facility,sub_area,zone_id,capacity,category,hour,day_of_week,is_weekend,is_exam_period,is_holiday,weather_condition,temperature,count_in_area,occupancy_rate
2025-08-25 09:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,16,0,0,0,0,clear,91.3,1,15.11
2025-08-25 09:48:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,16,0,0,0,0,cloudy,85.7,20,51.98
2025-08-25 10:03:26.285849,Student Recreation and Fitness Centre,SRFC Squash,Z-SRFC-01,8,GYMS,16,0,0,0,0,clear,90.0,2,32.02
2025-08-25 10:03:26.285849,Southwest Rec Center,Maguire Field,Z-SWRC-01,100,GYMS,16,0,0,0,0,clear,88.7,5,69.28
2025-08-25 10:03:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,16,0,0,0,0,cloudy,92.1,267,35.1
2025-08-25 10:48:26.285849,Southwest Rec Center,Maguire Field,Z-SWRC-01,100,GYMS,17,0,0,0,0,cloudy,87.9,80,80.17
2025-08-25 11:33:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,18,0,0,0,0,clear,89.1,1056,47.84
2025-08-25 11:48:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,18,0,0,0,0,clear,86.9,56,33.54
2025-08-25 12:18:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,19,0,0,0,0,clear,88.5,55,49.24
2025-08-25 12:18:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,19,0,0,0,0,cloudy,88.6,591,77.71
2025-08-25 12:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,19,0,0,0,0,clear,90.6,0,0.0
2025-08-25 12:48:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,19,0,0,0,0,rain,80.7,0,2.4
2025-08-25 12:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,19,0,0,0,0,clear,82.4,0,0.0
2025-08-25 13:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,19,0,0,0,0,clear,94.6,1,14.05
2025-08-25 13:18:26.285849,Southwest Rec Center,Maguire Field,Z-SWRC-01,100,GYMS,20,0,0,0,0,clear,92.4,43,43.92
2025-08-25 14:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,21,0,0,0,0,cloudy,86.3,5,5.09
2025-08-25 14:18:26.285849,Student Recreation and Fitness Centre,SRFC Cardio Room,Z-SRFC-04,50,GYMS,21,0,0,0,0,clear,87.2,0,32.95
2025-08-25 14:48:26.285849,Southwest Rec Center,SWRC Cardio Room 1,Z-SWRC-03,60,GYMS,21,0,0,0,0,clear,88.0,28,48.07
2025-08-25 14:48:26.285849,Smathers Libraries,Smathers Library,Z-SL-06,231,LIBRARIES,21,0,0,0,0,clear,89.9,160,69.46
2025-08-25 15:03:26.285849,Southwest Rec Center,SWRC Cardio Room 1,Z-SWRC-03,60,GYMS,21,0,0,0,0,clear,90.3,12,21.41
2025-08-25 16:03:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,22,0,0,0,0,clear,88.2,0,1.74
2025-08-25 16:33:26.285849,Southwest Rec Center,Multi-Purpose Court 1,Z-SWRC-05,30,GYMS,23,0,0,0,0,clear,85.0,3,11.58
2025-08-25 17:48:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,0,0,0,0,0,clear,94.5,0,0.0
2025-08-25 19:18:26.285849,Student Recreation and Fitness Centre,SRFC Squash,Z-SRFC-01,8,GYMS,2,0,0,0,0,clear,88.1,0,3.89
2025-08-25 20:03:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,2,0,0,0,0,cloudy,87.0,0,0.0
2025-08-25 21:03:26.285849,Southwest Rec Center,Multi-Purpose Court 3,Z-SWRC-07,30,GYMS,3,0,0,0,0,clear,83.3,2,8.5
2025-08-26 00:48:26.285849,Smathers Libraries,Architecture and Fine Arts Library,Z-SL-04,124,LIBRARIES,7,1,0,0,0,clear,91.4,7,6.23
2025-08-26 02:18:26.285849,Student Recreation and Fitness Centre,SRFC Cardio Room,Z-SRFC-04,50,GYMS,9,1,0,0,0,clear,92.8,19,39.73
2025-08-26 02:18:26.285849,Smathers Libraries,Education Library,Z-SL-05,560,LIBRARIES,9,1,0,0,0,clear,93.5,76,13.74
2025-08-26 03:03:26.285849,Smathers Libraries,Smathers Library,Z-SL-06,231,LIBRARIES,9,1,0,0,0,clear,87.6,0,0.0
2025-08-26 03:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,10,1,0,0,0,rain,84.7,0,0.0
2025-08-26 03:48:26.285849,Student Recreation and Fitness Centre,SRFC Weight Room,Z-SRFC-03,80,GYMS,10,1,0,0,0,clear,90.4,24,31.14
2025-08-26 04:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,10,1,0,0,0,rain,81.5,0,0.0
2025-08-26 04:18:26.285849,Southwest Rec Center,SWRC Tennis Courts,Z-SWRC-11,40,GYMS,11,1,0,0,0,rain,87.7,7,19.77
2025-08-26 04:33:26.285849,Student Recreation and Fitness Centre,SRFC Lower Functional Area,Z-SRFC-05,30,GYMS,11,1,0,0,0,clear,82.7,6,23.18
2025-08-26 04:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,11,1,0,0,0,clear,97.0,7,7.56
2025-08-26 04:48:26.285849,Student Recreation and Fitness Centre,SRFC Squash,Z-SRFC-01,8,GYMS,11,1,0,0,0,clear,88.7,0,0.0
2025-08-26 05:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,12,1,0,0,0,cloudy,91.6,5,5.32
2025-08-26 06:33:26.285849,Smathers Libraries,Architecture and Fine Arts Library,Z-SL-04,124,LIBRARIES,13,1,0,0,0,clear,82.3,24,19.88
2025-08-26 06:33:26.285849,Student Recreation and Fitness Centre,SRFC Table Tennis,Z-SRFC-02,12,GYMS,13,1,0,0,0,clear,85.5,0,0.0
2025-08-26 07:03:26.285849,Student Recreation and Fitness Centre,SRFC Cardio Room,Z-SRFC-04,50,GYMS,13,1,0,0,0,cloudy,93.0,30,61.39
2025-08-26 07:03:26.285849,Student Recreation and Fitness Centre,SRFC Multi-purpose Court,Z-SRFC-06,40,GYMS,13,1,0,0,0,rain,87.6,0,12.96
2025-08-26 07:33:26.285849,Student Recreation and Fitness Centre,SRFC Lower Functional Area,Z-SRFC-05,30,GYMS,14,1,0,0,0,clear,90.4,3,12.25
2025-08-26 07:33:26.285849,Student Recreation and Fitness Centre,SRFC Multi-purpose Court,Z-SRFC-06,40,GYMS,14,1,0,0,0,cloudy,91.9,9,23.34
2025-08-26 08:03:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,14,1,0,0,0,clear,92.5,2026,91.76
2025-08-26 08:33:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,15,1,0,0,0,rain,86.1,0,1.63
2025-08-26 09:18:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,16,1,0,0,0,clear,87.7,531,24.07
2025-08-26 09:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,16,1,0,0,0,rain,83.0,20,41.9
2025-08-26 09:48:26.285849,Student Recreation and Fitness Centre,SRFC Lower Functional Area,Z-SRFC-05,30,GYMS,16,1,0,0,0,cloudy,82.5,6,21.22
2025-08-26 10:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,16,1,0,0,0,clear,81.8,48,48.35
2025-08-26 10:33:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,17,1,0,0,0,clear,81.3,26,62.7
2025-08-26 10:33:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,17,1,0,0,0,clear,88.3,1699,76.97
2025-08-26 10:33:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,17,1,0,0,0,cloudy,92.7,27,69.72
2025-08-26 11:03:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,17,1,0,0,0,clear,96.5,1383,62.65
2025-08-26 12:03:26.285849,Student Recreation and Fitness Centre,SRFC Cardio Room,Z-SRFC-04,50,GYMS,18,1,0,0,0,clear,91.3,47,95.12
2025-08-26 12:33:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,19,1,0,0,0,clear,89.0,989,44.81
2025-08-26 12:48:26.285849,Student Recreation and Fitness Centre,SRFC Weight Room,Z-SRFC-03,80,GYMS,19,1,0,0,0,cloudy,92.3,59,74.53
2025-08-26 13:33:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,20,1,0,0,0,clear,87.8,597,78.46
2025-08-26 13:33:26.285849,Smathers Libraries,Education Library,Z-SL-05,560,LIBRARIES,20,1,0,0,0,rain,89.2,372,66.49
2025-08-26 14:03:26.285849,Student Recreation and Fitness Centre,SRFC Squash,Z-SRFC-01,8,GYMS,20,1,0,0,0,clear,87.3,0,1.9
2025-08-26 14:03:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,20,1,0,0,0,clear,88.8,4,12.14
2025-08-26 14:33:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,21,1,0,0,0,clear,89.1,384,50.48
2025-08-26 14:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,21,1,0,0,0,clear,95.0,0,0.0
2025-08-26 14:48:26.285849,Southwest Rec Center,Multi-Purpose Court 5,Z-SWRC-09,30,GYMS,21,1,0,0,0,clear,87.0,2,9.8
2025-08-26 16:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,23,1,0,0,0,cloudy,83.5,0,0.0
2025-08-26 17:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,0,1,0,0,0,clear,88.7,0,0.0
2025-08-26 23:18:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,6,1,0,0,0,cloudy,88.7,0,0.0
2025-08-26 23:33:26.285849,Student Recreation and Fitness Centre,SRFC Racquetball,Z-SRFC-07,20,GYMS,6,1,0,0,0,clear,84.4,4,23.09
2025-08-27 00:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,6,2,0,0,0,cloudy,92.4,0,0.61
2025-08-27 00:18:26.285849,Smathers Libraries,Architecture and Fine Arts Library,Z-SL-04,124,LIBRARIES,7,2,0,0,0,clear,91.3,3,3.17
2025-08-27 02:18:26.285849,Student Recreation and Fitness Centre,SRFC Squash,Z-SRFC-01,8,GYMS,9,2,0,0,0,cloudy,83.4,3,38.81
2025-08-27 02:18:26.285849,Smathers Libraries,Education Library,Z-SL-05,560,LIBRARIES,9,2,0,0,0,clear,88.3,94,16.88
2025-08-27 02:33:26.285849,Smathers Libraries,Smathers Library,Z-SL-06,231,LIBRARIES,9,2,0,0,0,cloudy,93.6,0,11.88
2025-08-27 02:33:26.285849,Student Recreation and Fitness Centre,SRFC Weight Room,Z-SRFC-03,80,GYMS,9,2,0,0,0,clear,89.3,27,33.87
2025-08-27 04:03:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,10,2,0,0,0,clear,89.6,8,20.65
2025-08-27 04:18:26.285849,Student Recreation and Fitness Centre,SRFC Cardio Room,Z-SRFC-04,50,GYMS,11,2,0,0,0,clear,84.2,6,13.08
2025-08-27 04:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,11,2,0,0,0,cloudy,88.9,5,5.49
2025-08-27 05:03:26.285849,Smathers Libraries,Education Library,Z-SL-05,560,LIBRARIES,11,2,0,0,0,cloudy,89.3,139,24.92
2025-08-27 06:03:26.285849,Smathers Libraries,Architecture and Fine Arts Library,Z-SL-04,124,LIBRARIES,12,2,0,0,0,rain,98.0,4,3.63
2025-08-27 06:18:26.285849,Smathers Libraries,Education Library,Z-SL-05,560,LIBRARIES,13,2,0,0,0,clear,81.2,38,6.85
2025-08-27 06:18:26.285849,Student Recreation and Fitness Centre,SRFC Multi-purpose Court,Z-SRFC-06,40,GYMS,13,2,0,0,0,clear,86.8,11,28.44
2025-08-27 06:48:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,13,2,0,0,0,cloudy,85.3,1,32.28
2025-08-27 07:03:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,13,2,0,0,0,clear,84.5,2,6.05
2025-08-27 07:33:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,14,2,0,0,0,clear,87.9,0,30.94
2025-08-27 07:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,14,2,0,0,0,clear,87.1,0,9.42
2025-08-27 07:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,14,2,0,0,0,rain,94.0,11,11.03
2025-08-27 08:03:26.285849,Student Recreation and Fitness Centre,SRFC Multi-purpose Court,Z-SRFC-06,40,GYMS,14,2,0,0,0,clear,98.0,7,19.86
2025-08-27 08:03:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,14,2,0,0,0,clear,88.0,429,56.38
2025-08-27 08:18:26.285849,Student Recreation and Fitness Centre,SRFC Multi-purpose Court,Z-SRFC-06,40,GYMS,15,2,0,0,0,rain,85.6,7,18.57
2025-08-27 08:33:26.285849,Student Recreation and Fitness Centre,SRFC Lower Functional Area,Z-SRFC-05,30,GYMS,15,2,0,0,0,rain,90.7,0,40.1
2025-08-27 08:48:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,15,2,0,0,0,clear,92.6,3,58.91
2025-08-27 09:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,15,2,0,0,0,cloudy,93.3,18,18.68
2025-08-27 09:18:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,16,2,0,0,0,clear,82.0,363,47.75
2025-08-27 09:48:26.285849,Southwest Rec Center,Multi-Purpose Court 3,Z-SWRC-07,30,GYMS,16,2,0,0,0,clear,88.5,1,46.66
2025-08-27 10:03:26.285849,Student Recreation and Fitness Centre,SRFC Squash,Z-SRFC-01,8,GYMS,16,2,0,0,0,clear,78.1,1,13.47
2025-08-27 10:03:26.285849,Southwest Rec Center,SWRC Weight Room,Z-SWRC-02,200,GYMS,16,2,0,0,0,rain,98.0,108,54.34
2025-08-27 10:03:26.285849,Southwest Rec Center,Multi-Purpose Court 2,Z-SWRC-06,30,GYMS,16,2,0,0,0,clear,87.3,20,68.58
2025-08-27 10:48:26.285849,Smathers Libraries,Education Library,Z-SL-05,560,LIBRARIES,17,2,0,0,0,clear,85.3,188,33.58
2025-08-27 11:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,18,2,0,0,0,rain,88.6,0,0.0
2025-08-27 11:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,18,2,0,0,0,cloudy,73.3,0,0.0
2025-08-27 11:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,18,2,0,0,0,cloudy,83.1,9,9.34
2025-08-27 12:03:26.285849,Smathers Libraries,Library West,Z-SL-01,1564,LIBRARIES,18,2,0,0,0,clear,89.1,631,40.38
2025-08-27 12:33:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,19,2,0,0,0,clear,93.3,7,14.19
2025-08-27 13:33:26.285849,Student Recreation and Fitness Centre,SRFC Squash,Z-SRFC-01,8,GYMS,20,2,0,0,0,rain,98.0,0,39.81
2025-08-27 14:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,20,2,0,0,0,rain,88.7,1,1.3
2025-08-27 15:03:26.285849,Student Recreation and Fitness Centre,SRFC Lower Functional Area,Z-SRFC-05,30,GYMS,21,2,0,0,0,clear,89.2,12,40.33
2025-08-27 15:03:26.285849,Student Recreation and Fitness Centre,SRFC Racquetball,Z-SRFC-07,20,GYMS,21,2,0,0,0,clear,92.3,8,42.73
2025-08-28 00:18:26.285849,Southwest Rec Center,Multi-Purpose Court 6,Z-SWRC-10,30,GYMS,7,3,0,0,0,clear,90.9,0,23.72
2025-08-28 01:33:26.285849,Southwest Rec Center,UVS Sand Volleyball,Z-SWRC-12,20,GYMS,8,3,0,0,0,clear,97.7,0,38.9
2025-08-28 02:18:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,9,3,0,0,0,clear,92.2,306,13.87
2025-08-28 03:03:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,9,3,0,0,0,clear,85.8,12,30.98
2025-08-28 03:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,10,3,0,0,0,rain,91.0,0,0.0
2025-08-28 03:18:26.285849,Smathers Libraries,Library West,Z-SL-01,1564,LIBRARIES,10,3,0,0,0,clear,81.9,387,24.8
2025-08-28 04:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,10,3,0,0,0,clear,81.5,0,0.0
2025-08-28 04:33:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,11,3,0,0,0,rain,91.2,148,19.53
2025-08-28 05:03:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,11,3,0,0,0,cloudy,87.6,3,7.53
2025-08-28 05:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,12,3,0,0,0,clear,81.5,10,10.07
2025-08-28 05:48:26.285849,Student Recreation and Fitness Centre,SRFC Multi-purpose Court,Z-SRFC-06,40,GYMS,12,3,0,0,0,clear,86.3,8,20.36
2025-08-28 06:03:26.285849,Southwest Rec Center,SWRC Cardio Room 2,Z-SWRC-04,50,GYMS,12,3,0,0,0,clear,97.4,20,41.21
2025-08-28 06:18:26.285849,Southwest Rec Center,Maguire Field,Z-SWRC-01,100,GYMS,13,3,0,0,0,rain,85.7,13,13.45
2025-08-28 06:18:26.285849,Southwest Rec Center,Multi-Purpose Court 2,Z-SWRC-06,30,GYMS,13,3,0,0,0,clear,98.0,0,1.86
2025-08-28 06:48:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,13,3,0,0,0,clear,83.2,22,45.18
2025-08-28 06:48:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,13,3,0,0,0,clear,95.7,104,13.72
2025-08-28 06:48:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,13,3,0,0,0,clear,88.4,15,31.01
2025-08-28 07:03:26.285849,Student Recreation and Fitness Centre,SRFC Weight Room,Z-SRFC-03,80,GYMS,13,3,0,0,0,cloudy,96.4,27,34.75
2025-08-28 07:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,13,3,0,0,0,rain,85.9,0,0.0
2025-08-28 07:03:26.285849,Smathers Libraries,Architecture and Fine Arts Library,Z-SL-04,124,LIBRARIES,13,3,0,0,0,rain,90.6,22,18.19
2025-08-28 08:03:26.285849,Student Recreation and Fitness Centre,SRFC Racquetball,Z-SRFC-07,20,GYMS,14,3,0,0,0,rain,91.1,7,37.2
2025-08-28 08:03:26.285849,Smathers Libraries,Education Library,Z-SL-05,560,LIBRARIES,14,3,0,0,0,rain,87.0,524,93.7
2025-08-28 08:33:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,15,3,0,0,0,rain,90.4,3,8.34
2025-08-28 09:03:26.285849,Smathers Libraries,Smathers Library,Z-SL-06,231,LIBRARIES,15,3,0,0,0,cloudy,88.1,142,61.76
2025-08-28 09:18:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,16,3,0,0,0,cloudy,90.6,10,27.26
2025-08-28 09:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,16,3,0,0,0,clear,83.6,22,22.58
2025-08-28 09:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,16,3,0,0,0,cloudy,95.4,0,0.0
2025-08-28 09:33:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,16,3,0,0,0,clear,87.5,9,23.17
2025-08-28 09:48:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,16,3,0,0,0,clear,80.9,19,38.2
2025-08-28 10:18:26.285849,Student Recreation and Fitness Centre,SRFC Weight Room,Z-SRFC-03,80,GYMS,17,3,0,0,0,clear,97.4,50,62.57
2025-08-28 10:18:26.285849,Smathers Libraries,Architecture and Fine Arts Library,Z-SL-04,124,LIBRARIES,17,3,0,0,0,clear,90.9,83,67.09
2025-08-28 10:33:26.285849,Southwest Rec Center,SWRC Cardio Room 2,Z-SWRC-04,50,GYMS,17,3,0,0,0,clear,88.4,39,78.2
2025-08-28 10:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,17,3,0,0,0,clear,80.7,17,17.48
2025-08-28 11:03:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,17,3,0,0,0,clear,77.2,402,52.91
2025-08-28 11:03:26.285849,Southwest Rec Center,Multi-Purpose Court 4,Z-SWRC-08,30,GYMS,17,3,0,0,0,cloudy,81.9,10,34.55
2025-08-28 11:03:26.285849,Southwest Rec Center,UVS Sand Volleyball,Z-SWRC-12,20,GYMS,17,3,0,0,0,rain,83.5,8,40.48
2025-08-28 11:03:26.285849,Southwest Rec Center,SWRC Weight Room,Z-SWRC-02,200,GYMS,17,3,0,0,0,clear,90.4,186,93.3
2025-08-28 12:03:26.285849,Smathers Libraries,Library West,Z-SL-01,1564,LIBRARIES,18,3,0,0,0,cloudy,82.8,465,29.74
2025-08-28 12:48:26.285849,Student Recreation and Fitness Centre,SRFC Squash,Z-SRFC-01,8,GYMS,19,3,0,0,0,rain,97.2,0,41.51
2025-08-28 12:48:26.285849,Smathers Libraries,Architecture and Fine Arts Library,Z-SL-04,124,LIBRARIES,19,3,0,0,0,cloudy,90.8,77,62.11
2025-08-28 12:48:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,19,3,0,0,0,clear,83.2,2,6.06
2025-08-28 13:33:26.285849,Student Recreation and Fitness Centre,SRFC Weight Room,Z-SRFC-03,80,GYMS,20,3,0,0,0,clear,95.6,6,70.55
2025-08-28 14:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,21,3,0,0,0,clear,93.7,0,0.11
2025-08-28 14:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,21,3,0,0,0,clear,80.8,4,9.73
2025-08-28 20:03:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,2,3,0,0,0,rain,84.5,0,0.0
2025-08-28 23:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,6,3,0,0,0,clear,84.6,1,1.74
2025-08-28 23:48:26.285849,Smathers Libraries,Education Library,Z-SL-05,560,LIBRARIES,6,3,0,0,0,clear,83.3,12,2.21
2025-08-29 00:33:26.285849,Student Recreation and Fitness Centre,SRFC Lower Functional Area,Z-SRFC-05,30,GYMS,7,4,0,0,0,clear,96.2,11,37.96
