timestamp,location_id,location_type,capacity,hour,day_of_week,is_weekend,is_exam_period,is_holiday,weather_condition,temperature,crowd_count,occupancy_rate
2025-08-27 00:50:42.202924,7,ACADEMIC,200,7,2,0,0,0,clear,87.3,18,9.17
2025-08-27 01:19:42.202924,1,HOUSING,300,8,2,0,0,0,clear,96.5,88,29.39
2025-08-27 01:22:42.202924,1,OUTDOORS,100,8,2,0,0,0,rain,77.8,1,1.85
2025-08-27 01:44:42.202924,5,HOUSING,300,8,2,0,0,0,cloudy,88.9,166,55.45
2025-08-27 02:26:42.202924,4,ACADEMIC,200,9,2,0,0,0,clear,80.0,178,89.31
2025-08-27 02:33:42.202924,2,GYMS,180,9,2,0,0,0,cloudy,87.6,77,42.81
2025-08-27 02:53:42.202924,1,LIBRARIES,150,9,2,0,0,0,clear,85.1,80,53.57
2025-08-27 03:04:42.202924,4,STUDY SPOTS,120,9,2,0,0,0,clear,93.3,47,39.45
2025-08-27 03:25:42.202924,1,LIBRARIES,150,10,2,0,0,0,clear,81.7,74,49.99
2025-08-27 03:33:42.202924,4,HOUSING,300,10,2,0,0,0,clear,85.6,129,43.23
2025-08-27 03:36:42.202924,2,GYMS,180,10,2,0,0,0,clear,88.5,87,48.58
2025-08-27 03:48:42.202924,1,GYMS,180,10,2,0,0,0,rain,92.4,53,29.62
2025-08-27 04:02:42.202924,3,STUDY SPOTS,120,10,2,0,0,0,clear,78.4,41,34.88
2025-08-27 05:14:42.202924,3,OUTDOORS,100,12,2,0,0,0,clear,92.1,24,24.81
2025-08-27 05:52:42.202924,5,LIBRARIES,150,12,2,0,0,0,clear,95.7,18,12.5
2025-08-27 06:08:42.202924,6,HOUSING,300,12,2,0,0,0,rain,91.2,189,63.2
2025-08-27 06:16:42.202924,2,DINING,160,13,2,0,0,0,rain,96.2,160,100.0
2025-08-27 06:24:42.202924,3,DINING,160,13,2,0,0,0,clear,84.9,157,98.22
2025-08-27 06:45:42.202924,1,DINING,160,13,2,0,0,0,clear,92.6,138,86.75
2025-08-27 07:20:42.202924,1,DINING,160,14,2,0,0,0,cloudy,93.1,78,49.07
2025-08-27 07:26:42.202924,4,STUDY SPOTS,120,14,2,0,0,0,clear,80.5,86,71.91
2025-08-27 07:29:42.202924,1,DINING,160,14,2,0,0,0,rain,90.9,45,28.51
2025-08-27 07:46:42.202924,1,GYMS,180,14,2,0,0,0,clear,96.0,81,45.45
2025-08-27 08:51:42.202924,2,DINING,160,15,2,0,0,0,cloudy,89.6,0,0.0
2025-08-27 08:55:42.202924,6,ACADEMIC,200,15,2,0,0,0,rain,77.7,157,78.68
2025-08-27 09:49:42.202924,5,LIBRARIES,150,16,2,0,0,0,rain,82.8,132,88.39
2025-08-27 09:57:42.202924,4,DINING,160,16,2,0,0,0,clear,93.6,5,3.38
2025-08-27 10:34:42.202924,4,DINING,160,17,2,0,0,0,cloudy,90.0,133,83.18
2025-08-27 10:37:42.202924,6,HOUSING,300,17,2,0,0,0,clear,82.1,106,35.47
2025-08-27 10:46:42.202924,2,DINING,160,17,2,0,0,0,clear,87.4,123,77.39
2025-08-27 10:50:42.202924,6,HOUSING,300,17,2,0,0,0,clear,92.3,94,31.36
2025-08-27 10:51:42.202924,3,OUTDOORS,100,17,2,0,0,0,clear,90.5,18,18.41
2025-08-27 11:06:42.202924,3,GYMS,180,17,2,0,0,0,clear,83.0,127,70.92
2025-08-27 11:30:42.202924,3,DINING,160,18,2,0,0,0,rain,91.9,160,100.0
2025-08-27 11:53:42.202924,2,OUTDOORS,100,18,2,0,0,0,cloudy,79.6,26,26.95
2025-08-27 12:08:42.202924,1,STUDY SPOTS,120,18,2,0,0,0,rain,92.7,116,96.93
2025-08-27 12:15:42.202924,2,GYMS,180,19,2,0,0,0,clear,97.5,180,100.0
2025-08-27 13:01:42.202924,3,OUTDOORS,100,19,2,0,0,0,rain,92.1,10,10.86
2025-08-27 14:06:42.202924,1,HOUSING,300,20,2,0,0,0,clear,89.8,117,39.28
2025-08-27 14:09:42.202924,3,ACADEMIC,200,21,2,0,0,0,clear,92.4,34,17.37
2025-08-27 14:14:42.202924,7,ACADEMIC,200,21,2,0,0,0,clear,94.9,15,7.51
2025-08-27 14:26:42.202924,1,GYMS,180,21,2,0,0,0,clear,93.5,45,25.39
2025-08-27 14:34:42.202924,1,DINING,160,21,2,0,0,0,rain,91.5,70,44.12
2025-08-27 15:21:42.202924,1,OUTDOORS,100,22,2,0,0,0,clear,81.8,19,19.29
2025-08-27 16:12:42.202924,4,LIBRARIES,150,23,2,0,0,0,clear,91.6,64,43.06
2025-08-27 16:43:42.202924,3,LIBRARIES,150,23,2,0,0,0,clear,92.4,64,42.78
2025-08-27 16:56:42.202924,1,LIBRARIES,150,23,2,0,0,0,rain,85.7,30,20.08
2025-08-27 17:18:42.202924,3,DINING,160,0,2,0,0,0,cloudy,88.2,8,5.02
2025-08-27 17:28:42.202924,4,LIBRARIES,150,0,2,0,0,0,rain,82.8,24,16.24
2025-08-27 18:44:42.202924,3,OUTDOORS,100,1,2,0,0,0,clear,91.6,6,6.43
2025-08-27 18:47:42.202924,1,LIBRARIES,150,1,2,0,0,0,clear,97.3,4,3.03
2025-08-27 19:18:42.202924,3,OUTDOORS,100,2,2,0,0,0,clear,81.2,6,6.17
2025-08-27 19:31:42.202924,1,HOUSING,300,2,2,0,0,0,rain,84.8,250,83.59
2025-08-27 20:14:42.202924,2,GYMS,180,3,2,0,0,0,clear,85.2,31,17.54
2025-08-27 20:56:42.202924,1,LIBRARIES,150,3,2,0,0,0,cloudy,93.8,10,7.1
2025-08-27 21:59:42.202924,4,DINING,160,4,2,0,0,0,clear,94.0,53,33.41
2025-08-27 22:05:42.202924,2,ACADEMIC,200,4,2,0,0,0,cloudy,84.8,24,12.26
2025-08-27 23:16:42.202924,1,HOUSING,300,6,2,0,0,0,clear,83.9,276,92.04
2025-08-27 23:26:42.202924,2,STUDY SPOTS,120,6,2,0,0,0,clear,94.2,28,24.17
2025-08-27 23:46:42.202924,2,DINING,160,6,2,0,0,0,rain,84.0,22,13.78
2025-08-28 00:27:42.202924,3,LIBRARIES,150,7,3,0,0,0,clear,92.8,27,18.06
2025-08-28 01:05:42.202924,2,HOUSING,300,7,3,0,0,0,clear,90.2,262,87.35
2025-08-28 01:24:42.202924,3,OUTDOORS,100,8,3,0,0,0,rain,89.6,4,4.69
2025-08-28 01:29:42.202924,3,OUTDOORS,100,8,3,0,0,0,clear,89.1,9,9.31
2025-08-28 01:40:42.202924,4,DINING,160,8,3,0,0,0,cloudy,77.8,112,70.26
2025-08-28 02:40:42.202924,2,LIBRARIES,150,9,3,0,0,0,rain,88.0,83,55.55
2025-08-28 03:17:42.202924,1,GYMS,180,10,3,0,0,0,clear,82.9,37,20.93
2025-08-28 03:36:42.202924,2,OUTDOORS,100,10,3,0,0,0,clear,88.3,17,17.67
2025-08-28 03:55:42.202924,3,OUTDOORS,100,10,3,0,0,0,cloudy,85.7,13,13.56
2025-08-28 04:00:42.202924,5,ACADEMIC,200,10,3,0,0,0,rain,93.5,186,93.44
2025-08-28 05:03:42.202924,6,ACADEMIC,200,11,3,0,0,0,cloudy,87.0,158,79.32
2025-08-28 06:07:42.202924,1,OUTDOORS,100,12,3,0,0,0,rain,84.8,15,15.9
2025-08-28 06:09:42.202924,2,STUDY SPOTS,120,13,3,0,0,0,clear,83.4,10,8.97
2025-08-28 06:14:42.202924,1,OUTDOORS,100,13,3,0,0,0,rain,90.3,18,18.14
2025-08-28 06:17:42.202924,2,GYMS,180,13,3,0,0,0,clear,91.6,86,48.13
2025-08-28 07:47:42.202924,4,STUDY SPOTS,120,14,3,0,0,0,clear,87.4,100,84.05
2025-08-28 07:54:42.202924,1,DINING,160,14,3,0,0,0,clear,94.6,46,29.32
2025-08-28 08:04:42.202924,2,STUDY SPOTS,120,14,3,0,0,0,cloudy,88.8,87,72.55
2025-08-28 08:11:42.202924,2,STUDY SPOTS,120,15,3,0,0,0,cloudy,83.1,79,66.09
2025-08-28 08:23:42.202924,3,OUTDOORS,100,15,3,0,0,0,clear,89.6,66,66.04
2025-08-28 08:41:42.202924,1,LIBRARIES,150,15,3,0,0,0,clear,78.4,137,91.99
2025-08-28 09:22:42.202924,3,STUDY SPOTS,120,16,3,0,0,0,clear,84.5,77,64.82
2025-08-28 10:19:42.202924,2,OUTDOORS,100,17,3,0,0,0,cloudy,93.5,21,21.94
2025-08-28 12:00:42.202924,3,STUDY SPOTS,120,18,3,0,0,0,clear,91.9,82,68.98
2025-08-28 12:14:42.202924,5,LIBRARIES,150,19,3,0,0,0,clear,92.8,118,78.73
2025-08-28 12:37:42.202924,4,DINING,160,19,3,0,0,0,clear,91.8,159,99.85
2025-08-28 12:50:42.202924,3,STUDY SPOTS,120,19,3,0,0,0,clear,72.8,101,84.72
2025-08-28 13:06:42.202924,5,LIBRARIES,150,19,3,0,0,0,rain,85.5,150,100.0
2025-08-28 13:30:42.202924,2,ACADEMIC,200,20,3,0,0,0,cloudy,90.1,21,10.83
2025-08-28 13:36:42.202924,3,STUDY SPOTS,120,20,3,0,0,0,cloudy,88.5,79,66.62
2025-08-28 13:37:42.202924,3,GYMS,180,20,3,0,0,0,clear,90.6,167,93.12
2025-08-28 14:08:42.202924,2,ACADEMIC,200,20,3,0,0,0,clear,78.9,23,11.92
2025-08-28 14:26:42.202924,1,OUTDOORS,100,21,3,0,0,0,clear,88.3,29,29.45
2025-08-28 15:11:42.202924,1,LIBRARIES,150,22,3,0,0,0,rain,96.5,79,52.72
2025-08-28 15:36:42.202924,1,DINING,160,22,3,0,0,0,clear,79.0,40,25.14
2025-08-28 16:18:42.202924,3,DINING,160,23,3,0,0,0,cloudy,80.2,62,39.12
2025-08-28 16:23:42.202924,4,STUDY SPOTS,120,23,3,0,0,0,clear,93.5,93,77.84
2025-08-28 16:55:42.202924,2,GYMS,180,23,3,0,0,0,clear,90.3,71,39.81
2025-08-28 17:10:42.202924,2,GYMS,180,0,3,0,0,0,rain,74.5,50,28.18
2025-08-28 17:25:42.202924,2,LIBRARIES,150,0,3,0,0,0,clear,83.0,14,9.99
2025-08-28 17:52:42.202924,2,LIBRARIES,150,0,3,0,0,0,clear,98.0,25,17.22
2025-08-28 18:07:42.202924,2,GYMS,180,0,3,0,0,0,clear,96.4,85,47.61
2025-08-28 18:38:42.202924,2,HOUSING,300,1,3,0,0,0,clear,91.7,300,100.0
2025-08-28 20:28:42.202924,2,GYMS,180,3,3,0,0,0,cloudy,83.8,61,34.0
2025-08-28 20:33:42.202924,2,HOUSING,300,3,3,0,0,0,clear,96.6,249,83.15
2025-08-28 21:40:42.202924,1,OUTDOORS,100,4,3,0,0,0,clear,81.9,15,15.88
2025-08-28 21:47:42.202924,1,STUDY SPOTS,120,4,3,0,0,0,cloudy,83.2,0,0.0
2025-08-28 22:04:42.202924,1,HOUSING,300,4,3,0,0,0,rain,92.6,300,100.0
2025-08-28 22:06:42.202924,3,LIBRARIES,150,4,3,0,0,0,cloudy,86.8,13,9.16
2025-08-28 23:10:42.202924,3,OUTDOORS,100,6,3,0,0,0,cloudy,78.9,21,21.88
2025-08-28 23:13:42.202924,3,HOUSING,300,6,3,0,0,0,clear,89.3,271,90.66
2025-08-29 00:27:42.202924,3,STUDY SPOTS,120,7,4,0,0,0,cloudy,84.7,26,22.17
2025-08-29 01:25:42.202924,5,HOUSING,300,8,4,0,0,0,clear,84.6,113,37.69
2025-08-29 01:30:42.202924,2,LIBRARIES,150,8,4,0,0,0,clear,82.5,39,26.61
2025-08-29 01:56:42.202924,4,LIBRARIES,150,8,4,0,0,0,cloudy,89.2,13,9.08
2025-08-29 02:04:42.202924,4,LIBRARIES,150,8,4,0,0,0,cloudy,86.9,100,67.08
2025-08-29 02:52:42.202924,1,STUDY SPOTS,120,9,4,0,0,0,clear,84.4,58,48.36
2025-08-29 03:12:42.202924,1,DINING,160,10,4,0,0,0,cloudy,88.1,28,17.89
2025-08-29 03:28:42.202924,6,HOUSING,300,10,4,0,0,0,cloudy,84.0,127,42.67
2025-08-29 03:35:42.202924,2,DINING,160,10,4,0,0,0,clear,93.8,66,41.79
2025-08-29 04:13:42.202924,2,ACADEMIC,200,11,4,0,0,0,clear,98.0,155,77.65
2025-08-29 05:18:42.202924,1,OUTDOORS,100,12,4,0,0,0,clear,87.7,7,7.86
2025-08-29 06:10:42.202924,2,STUDY SPOTS,120,13,4,0,0,0,clear,80.4,54,45.13
2025-08-29 07:08:42.202924,5,LIBRARIES,150,13,4,0,0,0,clear,86.6,3,2.54
2025-08-29 07:25:42.202924,1,DINING,160,14,4,0,0,0,cloudy,88.2,54,33.84
2025-08-29 08:29:42.202924,1,DINING,160,15,4,0,0,0,clear,89.6,29,18.18
2025-08-29 08:41:42.202924,3,GYMS,180,15,4,0,0,0,clear,87.7,80,44.92
2025-08-29 09:08:42.202924,2,DINING,160,15,4,0,0,0,cloudy,91.7,30,18.93
2025-08-29 10:57:42.202924,1,DINING,160,17,4,0,0,0,rain,90.3,103,64.66
2025-08-29 11:00:42.202924,4,STUDY SPOTS,120,17,4,0,0,0,clear,87.7,70,58.58
2025-08-29 11:28:42.202924,4,STUDY SPOTS,120,18,4,0,0,0,cloudy,90.0,91,75.85
2025-08-29 11:33:42.202924,3,GYMS,180,18,4,0,0,0,rain,98.0,151,84.4
2025-08-29 11:42:42.202924,4,ACADEMIC,200,18,4,0,0,0,clear,88.4,89,44.93
2025-08-29 12:13:42.202924,3,GYMS,180,19,4,0,0,0,clear,82.4,180,100.0
2025-08-29 12:30:42.202924,1,OUTDOORS,100,19,4,0,0,0,cloudy,75.0,12,12.43
2025-08-29 12:53:42.202924,2,STUDY SPOTS,120,19,4,0,0,0,rain,92.0,118,98.69
2025-08-29 13:22:42.202924,3,LIBRARIES,150,20,4,0,0,0,clear,87.2,113,75.47
2025-08-29 13:50:42.202924,4,STUDY SPOTS,120,20,4,0,0,0,clear,83.1,117,98.2
2025-08-29 14:30:42.202924,3,OUTDOORS,100,21,4,0,0,0,clear,87.5,33,33.12
2025-08-29 14:36:42.202924,3,DINING,160,21,4,0,0,0,clear,91.0,22,14.08
2025-08-29 14:52:42.202924,8,ACADEMIC,200,21,4,0,0,0,cloudy,85.5,14,7.03
2025-08-29 15:50:42.202924,2,ACADEMIC,200,22,4,0,0,0,clear,84.1,30,15.09
2025-08-29 16:13:42.202924,5,LIBRARIES,150,23,4,0,0,0,rain,83.7,90,60.62
2025-08-29 16:34:42.202924,2,OUTDOORS,100,23,4,0,0,0,clear,84.5,11,11.5
2025-08-29 17:45:42.202924,4,HOUSING,300,0,4,0,0,0,rain,97.9,257,85.67
2025-08-29 17:48:42.202924,2,DINING,160,0,4,0,0,0,clear,92.9,39,24.41
2025-08-29 18:18:42.202924,2,OUTDOORS,100,1,4,0,0,0,clear,98.0,43,43.63
2025-08-29 18:26:42.202924,5,HOUSING,300,1,4,0,0,0,clear,87.2,271,90.35
2025-08-29 18:28:42.202924,2,ACADEMIC,200,1,4,0,0,0,clear,89.6,16,8.36
2025-08-29 18:37:42.202924,1,GYMS,180,1,4,0,0,0,rain,84.6,70,38.9
2025-08-29 18:38:42.202924,4,LIBRARIES,150,1,4,0,0,0,rain,92.7,17,11.6
